,date,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
758,2013-04-01,Karntaka,Bellary,Rice,5,1582,1822,1702,2013,4
762,2013-05-01,Karntaka,Bellary,Rice,7,1756,1996,1876,2013,5
766,2013-06-01,Karntaka,Bellary,Rice,10,1724,1964,1844,2013,6
775,2013-07-01,Karntaka,Bellary,Rice,15,1670,1910,1790,2013,7
780,2013-08-01,Karntaka,Bellary,Rice,2,1582,1822,1702,2013,8
790,2013-09-01,Karntaka,Bellary,Rice,6,1670,1910,1790,2013,9
807,2013-10-01,Karntaka,Bellary,Rice,2,1814,2054,1934,2013,10
816,2013-11-01,Karntaka,Bellary,Rice,2,1756,1996,1876,2013,11
821,2013-12-01,Karntaka,Bellary,Rice,1,1814,2054,1934,2013,12
825,2014-01-01,Karntaka,Bellary,Rice,20,1814,2054,1934,2014,1
837,2014-02-01,Karntaka,Bellary,Rice,10,1760,2000,1880,2014,2
842,2014-03-01,Karntaka,Bellary,Rice,5,1670,1910,1790,2014,3
850,2014-04-01,Karntaka,Bellary,Rice,20,1528,1768,1648,2014,4
858,2014-05-01,Karntaka,Bellary,Rice,20,1702,1942,1822,2014,5
870,2014-06-01,Karntaka,Bellary,Rice,2,1670,1910,1790,2014,6
873,2014-07-01,Karntaka,Bellary,Rice,2,1616,1856,1736,2014,7
886,2014-08-01,Karntaka,Bellary,Rice,1,1528,1768,1648,2014,8
896,2014-09-01,Karntaka,Bellary,Rice,10,1616,1856,1736,2014,9
906,2014-10-01,Karntaka,Bellary,Rice,1,1760,2000,1880,2014,10
916,2014-11-01,Karntaka,Bellary,Rice,2,1702,1942,1822,2014,11
921,2014-12-01,Karntaka,Bellary,Rice,11,1760,2000,1880,2014,12
936,2015-01-01,Karntaka,Bellary,Rice,20,1760,2000,1880,2015,1
941,2015-02-01,Karntaka,Bellary,Rice,20,1672,1912,1792,2015,2
948,2015-03-01,Karntaka,Bellary,Rice,20,1582,1822,1702,2015,3
954,2015-04-01,Karntaka,Bellary,Rice,2,1440,1680,1560,2015,4
964,2015-05-01,Karntaka,Bellary,Rice,20,1614,1854,1734,2015,5
969,2015-06-01,Karntaka,Bellary,Rice,4,1582,1822,1702,2015,6
978,2015-07-01,Karntaka,Bellary,Rice,8,1528,1768,1648,2015,7
984,2015-08-01,Karntaka,Bellary,Rice,1,1440,1680,1560,2015,8
986,2015-09-01,Karntaka,Bellary,Rice,10,1528,1768,1648,2015,9
994,2015-10-01,Karntaka,Bellary,Rice,24,1672,1912,1792,2015,10
1000,2015-11-01,Karntaka,Bellary,Rice,20,1614,1854,1734,2015,11
1002,2015-12-01,Karntaka,Bellary,Rice,2,1672,1912,1792,2015,12
1011,2016-01-01,Karntaka,Bellary,Rice,20,1672,1912,1792,2016,1
1017,2016-02-01,Karntaka,Bellary,Rice,12,1760,2000,1880,2016,2
1027,2016-03-01,Karntaka,Bellary,Rice,24,1670,1910,1790,2016,3
1032,2016-04-01,Karntaka,Bellary,Rice,27,1528,1768,1648,2016,4
1041,2016-05-01,Karntaka,Bellary,Rice,20,1702,1942,1822,2016,5
1046,2016-06-01,Karntaka,Bellary,Rice,15,1670,1910,1790,2016,6
1056,2016-07-01,Karntaka,Bellary,Rice,15,1616,1856,1736,2016,7
1059,2016-08-01,Karntaka,Bellary,Rice,20,1528,1768,1648,2016,8
1062,2016-09-01,Karntaka,Bellary,Rice,20,1616,1856,1736,2016,9
1063,2016-10-01,Karntaka,Bellary,Rice,20,1760,2000,1880,2016,10
1069,2016-11-01,Karntaka,Bellary,Rice,39,1702,1942,1822,2016,11
1071,2016-12-01,Karntaka,Bellary,Rice,20,1760,2000,1880,2016,12
1074,2017-01-01,Karntaka,Bellary,Rice,5,1760,2000,1880,2017,1
1076,2017-02-01,Karntaka,Bellary,Rice,10,1904,2144,2024,2017,2
1077,2017-03-01,Karntaka,Bellary,Rice,25,1814,2054,1934,2017,3
1083,2017-04-01,Karntaka,Bellary,Rice,10,1672,1912,1792,2017,4
1086,2017-05-01,Karntaka,Bellary,Rice,20,1846,2086,1966,2017,5
1091,2017-06-01,Karntaka,Bellary,Rice,24,1814,2054,1934,2017,6
1092,2017-07-01,Karntaka,Bellary,Rice,30,1760,2000,1880,2017,7
1095,2017-08-01,Karntaka,Bellary,Rice,21,1672,1912,1792,2017,8
1097,2017-09-01,Karntaka,Bellary,Rice,20,1760,2000,1880,2017,9
1098,2017-10-01,Karntaka,Bellary,Rice,25,1904,2144,2024,2017,10
1100,2017-11-01,Karntaka,Bellary,Rice,25,1846,2086,1966,2017,11
1101,2017-12-01,Karntaka,Bellary,Rice,25,1904,2144,2024,2017,12
